Sales,Profit,Quantity,Cluster
5550.0,5334.0,6.0,2
871.0,-2634.0,1.0,2
2666.0,2943.0,1.0,2
1758.0,864.0,3.0,2
155.0,962.0,6.0,2
272.0,5601.0,5.0,2
1024.0,4077.0,8.0,2
715.0,-112.0,4.0,2
1332.0,4319.0,5.0,2
1954.0,3181.0,2.0,2
1952.0,-876.0000000000003,1.0,2
3451.0,5768.0,4.0,2
1562.0,5976.0,1.0,2
366.0,-2373.0,2.0,2
4802.0,5162.0,7.0,2
4366.0,-762.0000000000003,1.0,2
3386.0,-304.0,3.0,2
5333.0,2630.0,3.0,2
5412.0,5934.0,8.0,2
1870.0,5882.0,6.0,2
6288.0,3728.0,8.0,2
3787.0,-315.0,7.0,2
5875.0,1592.0,6.0,2
2816.0,3614.0,1.0,2
4639.0,2307.0,8.0,2
2048.0,2487.0,6.0,2
5380.0,1292.0,3.0,2
3071.0,-1060.0000000000002,3.0,2
657.0,794.0,1.0,2
2005.0000000000007,-2238.0,5.0,2
3394.0,-844.0000000000003,1.0,2
1445.0,-1233.0000000000002,6.0,2
3877.0,3174.0,2.0,2
5166.0,1852.0,5.0,2
3748.0,4439.0,5.0,2
7220.0,384.0,5.0,2
629.0,-882.0000000000003,4.0,2
7292.0,5285.0,8.0,2
4953.0,1336.0,3.0,2
743.0,-138.0,4.0,2
1221.0,-11.0,5.0,2
7107.0,2152.0,7.0,2
5982.0,298.0,4.0,2
4719.0,4349.0,2.0,2
976.0,-1672.0000000000002,2.0,2
2532.0,5372.0,6.0,2
2352.0000000000005,5239.0,3.0,2
2102.0,-433.0,6.0,2
6434.0,2889.0,9.0,2
2009.9999999999993,5719.0,3.0,2
985.0,3496.0,1.0,2
4835.0,1880.0,5.0,2
2566.0,2358.0,7.0,2
3179.0,2061.0,2.0,2
2743.0,-2469.0,5.0,2
1342.0,1180.0,2.0,2
5385.0,1887.0,5.0,2
3812.0,808.0,1.0,2
2114.0000000000005,-1815.0,4.0,2
4859.0,3919.0,4.0,2
4056.0,1929.0,5.0,2
5915.0,1836.0,6.0,2
431.0,4849.0,5.0,2
3673.0,1006.0,5.0,2
6162.0,2596.0,9.0,2
6702.0,885.0,7.0,2
3360.0,-432.0,3.0,2
2302.9999999999995,-842.0000000000003,5.0,2
1478.0,144.0,4.0,2
139.0,2720.0,8.0,2
3349.0,-556.0,7.0,2
435.0,-465.0,4.0,2
6885.0,795.0,5.0,2
5641.0,945.0,5.0,2
4727.0,2953.0,5.0,2
2401.0,133.0,5.0,2
2306.0,-114.0,6.0,2
736.0,23.0,1.0,2
5727.0,2036.0,9.0,2
3793.0,1608.0,4.0,2
2990.0,4586.0,3.0,2
4544.0,3005.0,7.0,2
4791.0,2861.0,7.0,2
4090.0,-466.0,2.0,2
5449.0,2740.0,6.0,2
3780.0,1031.0,5.0,2
4533.0,4605.0,2.0,2
2626.0,2838.0,7.0,2
7153.0,4157.0,8.0,2
1988.9999999999993,2046.0,6.0,2
4665.0,1782.0,1.0,2
653.0,2268.0,1.0,2
95.0,3118.0,9.0,2
4018.0,-706.0000000000003,2.0,2
4146.0,2800.0,9.0,2
2599.0,691.0,5.0,2
236.0,1644.0,2.0,2
1700.0,2029.0,5.0,2
4609.0,2395.0,1.0,2
6913.0,2276.0,8.0,2
775.0,4822.0,6.0,2
3539.0,5748.0,5.0,2
2739.0,-830.0000000000003,3.0,2
5094.0,2295.0,3.0,2
1620.0,5820.0,3.0,2
3315.0,4062.0,7.0,2
7070.0,2697.0,10.0,2
4944.0,3362.0,7.0,2
3599.0,-299.0,2.0,2
2015.9999999999993,2623.0,7.0,2
304.0,5069.0,3.0,2
1052.0,-2901.0,2.0,2
6803.0,3803.0,7.0,2
3867.0,-115.0,7.0,2
2957.0,1273.0,1.0,2
4895.0,4711.999999999999,4.0,2
1025.0,3916.0,2.0,2
465.0,-1973.0,4.0,2
990.0,-2894.0,3.0,2
5188.0,2849.0,6.0,2
1958.0,-2362.0,4.0,2
1873.0,-125.0,5.0,2
1024.0,2223.0,9.0,2
363.0,-2581.0,4.0,2
2129.0,-1899.0,6.0,2
1762.0,-3132.0,4.0,2
4376.0,4248.999999999999,6.0,2
2345.0000000000005,-1297.0000000000002,5.0,2
2830.0,1946.0,4.0,2
2354.0,189.0,2.0,2
2278.0,678.0,6.0,2
2561.0,-972.0000000000003,4.0,2
4465.0,3587.0,8.0,2
4213.0,2690.0,6.0,2
5946.0,3680.0,6.0,2
2094.0,-85.00000000000024,4.0,2
1134.0,-2397.0,1.0,2
5415.0,3393.0,9.0,2
323.0,3560.0,4.0,2
3493.0,5420.0,1.0,2
4881.0,3435.0,6.0,2
2912.0,4662.0,7.0,2
1007.0,-3101.0,3.0,2
2803.0,3398.0,3.0,2
4842.0,3761.0,7.0,2
5925.0,5741.0,8.0,2
432.0,-2162.000000000001,3.0,2
2041.0,-1453.0000000000002,1.0,2
5053.0,1205.0,5.0,2
2199.9999999999995,271.0,6.0,2
316.0,998.0,6.0,2
2746.0,2488.0,6.0,2
7013.0,4928.0,8.0,2
4625.0,-157.0,4.0,2
5071.0,2531.0,4.0,2
6679.0,537.0,6.0,2
2630.0,361.0,5.0,2
4445.0,5870.0,2.0,2
3821.0,-988.0000000000003,4.0,2
1463.0,5647.0,5.0,2
4391.0,766.0,1.0,2
6566.0,3722.0,6.0,2
5009.0,5636.0,6.0,2
2206.9999999999995,4410.0,3.0,2
4199.0,3851.0,6.0,2
1595.0,-1455.0000000000002,3.0,2
6665.0,1937.0,5.0,2
6569.0,-223.0,5.0,2
438.0,1761.0,8.0,2
472.0,2875.0,9.0,2
4907.0,2419.0,4.0,2
5790.0,2713.0,7.0,2
1258.0,1580.0,1.0,2
4144.0,1373.0,2.0,2
7383.0,638.0,7.0,2
5214.0,2135.0,7.0,2
7345.0,3650.0,8.0,2
5347.0,942.0,3.0,2
2925.0,123.0,3.0,2
3138.0,2704.0,6.0,2
1625.0,-1769.9999999999998,5.0,2
3994.0,5106.0,4.0,2
4699.0,1014.0,6.0,2
1390.0,1166.0,5.0,2
1643.0,5090.0,2.0,2
2930.0,5027.0,3.0,2
1688.0,2466.0,7.0,2
2574.0,5534.0,7.0,2
2951.0,-3166.0,5.0,2
3432.0,3579.0,3.0,2
7398.0,4550.0,6.0,2
865.0,2874.0,8.0,2
4618.0,1549.0,2.0,2
6847.0,470.00000000000017,7.0,2
3034.0,-1126.0000000000002,1.0,2
6252.0,4135.0,9.0,2
5168.0,1458.0,5.0,2
2267.9999999999995,1990.0,1.0,2
6626.0,2026.0,5.0,2
4577.0,1674.0,7.0,2
5734.0,4750.0,8.0,2
3656.0,5411.0,6.0,2
1716.0,1452.0,4.0,2
2860.0,-1598.0000000000002,5.0,2
4318.0,2299.0,2.0,2
578.0,837.0,2.0,2
2778.0,2302.0,1.0,2
2348.0,1233.0,5.0,2
5801.0,4668.999999999999,2.0,2
3485.0,3570.0,4.0,2
4326.0,1971.0,5.0,2
447.0,4042.9999999999986,2.0,2
2647.0,2288.0,1.0,2
4507.0,1241.0,4.0,2
7249.0,1333.0,6.0,2
627.0,755.0,3.0,2
4575.0,4135.0,1.0,2
4160.0,-150.99999999999974,7.0,2
4762.0,-142.0,4.0,2
2618.0,1151.0,3.0,2
5792.0,3250.0,5.0,2
3582.0,1608.0,6.0,2
1064.0,-561.9999999999999,3.0,2
1687.0,2591.0,7.0,2
2581.0,-550.0,1.0,2
503.0,1344.0,1.0,2
3778.0,2386.0,1.0,2
2074.0,-3289.0,2.0,2
5073.0,4187.999999999999,5.0,2
6435.0,490.0,5.0,2
2020.0,3146.0,7.0,2
1447.0,3676.0,4.0,2
3047.0,5466.0,2.0,2
4308.0,2227.0,7.0,2
2036.9999999999993,-710.0000000000003,1.0,2
3160.0,3363.0,7.0,2
2093.0000000000005,-3085.0,2.0,2
2891.0,1829.0,4.0,2
5336.0,3578.0,4.0,2
4449.0,1304.0,5.0,2
3598.0,3021.0,5.0,2
2343.9999999999995,-871.0000000000003,2.0,2
145.0,4769.0,5.0,2
311.0,332.0,2.0,2
3550.0,-2043.0,6.0,2
1870.0,3978.0,4.0,2
6501.0,4544.0,6.0,2
1636.0,3863.0,3.0,2
3057.0,793.0,6.0,2
6837.0,3217.0,7.0,2
994.0,-499.0,5.0,2
4460.0,3033.0,9.0,2
3101.0,-468.00000000000017,1.0,2
1375.0,-2811.0,1.0,2
1282.0,1442.0,2.0,2
2850.0,954.0,3.0,2
857.0,-2928.0,3.0,2
2004.0000000000007,1347.0,2.0,2
3592.0,2267.0,1.0,2
1463.0,2309.0,1.0,2
6306.0,3509.0,10.0,2
2422.0,5292.0,7.0,2
1152.0,1818.0,8.0,2
4224.0,168.0,3.0,2
1692.0,4234.0,3.0,2
5271.0,3555.0,8.0,2
4513.0,4002.0,7.0,2
5043.0,1180.0,4.0,2
6293.0,474.0,6.0,2
608.0,5164.0,2.0,2
3984.0,5406.0,3.0,2
1769.0,3368.0,7.0,2
1048.0,1764.0,4.0,2
50.0,4139.0,1.0,2
1195.0,4223.0,2.0,2
4825.0,3426.0,2.0,2
1769.0,5753.0,3.0,2
4257.0,2904.0,6.0,2
5557.0,1328.0,8.0,2
4625.0,3093.0,7.0,2
1442.0,5990.0,5.0,2
4237.0,191.0,1.0,2
2596.0,874.0,4.0,2
6362.0,3703.0,9.0,2
3499.0,1371.0,3.0,2
564.0,1684.0,2.0,2
2579.0,2212.0,7.0,2
3243.0,4833.0,5.0,2
1584.0,1902.0,3.0,2
6632.0,3130.0,9.0,2
639.0,3372.0,8.0,2
5071.0,3346.0,9.0,2
7545.0,1841.0,7.0,2
36.0,-854.0000000000003,1.0,2
3703.0,4685.0,2.0,2
3976.0,399.0,6.0,2
1068.0,442.00000000000017,3.0,2
5196.0,4990.0,8.0,2
1235.0,5206.0,7.0,2
1218.0,-351.00000000000017,4.0,2
2772.0,4140.0,3.0,2
5752.0,3686.0,1.0,2
6469.0,4634.0,9.0,2
1883.0,-3085.0,2.0,2
1221.0,2635.0,8.0,2
5583.0,5443.0,7.0,2
432.0,-1176.0000000000002,3.0,2
4011.0,4264.0,6.0,2
2224.0,-2286.0,6.0,2
3598.0,4241.0,8.0,2
3655.0,4958.0,7.0,2
4187.0,4177.0,4.0,2
7471.0,3530.0,8.0,2
4627.0,3379.0,1.0,2
5856.0,1452.0,7.0,2
617.0,2019.0,5.0,2
5777.0,4625.0,2.0,2
3326.0,4088.0,6.0,2
2379.0000000000005,-556.0,3.0,2
3938.0,5816.0,7.0,2
5450.0,2401.0,3.0,2
6251.0,333.0,7.0,2
69.0,-2726.0,5.0,2
3937.0,3196.0,6.0,2
4599.0,5117.0,1.0,2
53.0,-451.0,2.0,2
6250.0,1748.0,5.0,2
458.0,4699.0,1.0,2
1605.0,5883.0,5.0,2
1012.0,2481.0,6.0,2
3339.0,1864.0,2.0,2
2114.0000000000005,2120.0,4.0,2
1237.0,4029.0,7.0,2
2817.0,5256.0,1.0,2
2581.0,342.0,3.0,2
3797.0,483.0,7.0,2
3435.0,577.0,6.0,2
986.0,5340.0,7.0,2
701.0,-3251.0,4.0,2
479.0,2176.0,4.0,2
5776.0,5492.0,6.0,2
1941.9999999999993,5980.0,6.0,2
7825.0,3186.0,6.0,2
6052.0,2220.0,7.0,2
2658.0,1823.0,4.0,2
1219.0,-2508.000000000001,4.0,2
5452.0,3513.0,1.0,2
5675.0,4195.0,2.0,2
847.0,5016.0,7.0,2
4522.0,1824.0,1.0,2
5262.0,4522.0,7.0,2
2990.0,-1675.0000000000002,5.0,2
1893.9999999999993,2523.0,1.0,2
2218.0,2206.0,6.0,2
6031.0,3644.0,1.0,2
1998.0000000000007,-1033.0000000000002,7.0,2
1795.0,-3262.0,4.0,2
2609.0,91.0,6.0,2
2861.0,4115.0,3.0,2
2016.9999999999993,387.0,2.0,2
3173.0,-1568.9999999999998,7.0,2
650.0,-2950.0,3.0,2
2216.0000000000005,3187.0,6.0,2
3913.0,734.0,3.0,2
1788.0,-901.0000000000003,7.0,2
4503.0,3968.0,2.0,2
2685.0,-1040.0000000000002,5.0,2
4548.0,2759.0,10.0,2
995.0,-3128.0,4.0,2
3436.0,5660.0,8.0,2
2815.0,5286.999999999999,4.0,2
5134.0,2500.0,6.0,2
7082.0,4294.0,6.0,2
5635.0,3124.0,1.0,2
5733.0,2440.0,3.0,2
5290.0,4811.0,2.0,2
4459.0,-24.000000000000227,2.0,2
3612.0,1789.0,1.0,2
479.0,1486.0,4.0,2
2861.0,-379.0,2.0,2
3347.0,5661.0,8.0,2
7014.0,1581.0,5.0,2
6199.0,4365.999999999999,8.0,2
2583.0,3553.0,7.0,2
2343.9999999999995,-1112.0000000000002,4.0,2
4693.0,4319.0,8.0,2
2484.0,-1077.0000000000002,5.0,2
227.0,3141.0,6.0,2
7196.0,1235.0,7.0,2
2651.0,2374.0,1.0,2
2691.0,-1108.0000000000002,1.0,2
797.0,4914.0,8.0,2
1242.0,2871.0,5.0,2
3247.0,5882.0,4.0,2
4928.0,5140.0,6.0,2
6992.0,4706.999999999999,8.0,2
6265.0,5494.0,8.0,2
784.0,543.0,5.0,2
5338.0,4246.0,3.0,2
1682.0,-958.0000000000003,6.0,2
847.0,2880.0,7.0,2
302.0,3308.0,8.0,2
612.0,3424.0,8.0,2
2912.0,-1025.0000000000002,1.0,2
4003.0,2316.0,6.0,2
838.0,2162.0,7.0,2
290.0,5276.0,3.0,2
3564.0,-248.99999999999974,7.0,2
5552.0,3283.0,1.0,2
2319.0,612.0,3.0,2
743.0,1614.0,1.0,2
657.0,3014.0,3.0,2
227.0,-1876.0,2.0,2
1312.0,2982.0,2.0,2
3189.0,-1026.0000000000002,1.0,2
4053.0,2829.0,1.0,2
1552.0,1684.0,2.0,2
3001.0,4864.0,2.0,2
2550.0,4296.0,6.0,2
1315.0,5001.999999999999,7.0,2
1662.0,1305.0,2.0,2
350.0,4401.0,7.0,2
3247.0,-2265.0,6.0,2
2414.0,1884.0,6.0,2
1627.0,3043.0,7.0,2
4604.0,3337.0,7.0,2
2123.0,404.99999999999983,4.0,2
6940.0,195.0,5.0,2
1639.0,-387.0,6.0,2
5284.0,3387.0,2.0,2
997.0,5630.0,7.0,2
7019.0,242.0,5.0,2
5862.0,3359.0,5.0,2
1498.0,5622.0,7.0,2
3114.0,3069.0,2.0,2
3090.0,-850.0000000000003,5.0,2
1342.0,1554.0,4.0,2
2009.0,2306.0,4.0,2
1985.0,-2099.0,6.0,2
2062.0,-1881.0,3.0,2
4202.0,3888.0,3.0,2
1886.9999999999993,5559.0,7.0,2
1430.0,1257.0,4.0,2
7035.0,1395.0,7.0,2
1448.0,2555.0,6.0,2
3215.0,5627.0,6.0,2
4498.0,3954.0,2.0,2
3366.0,5472.0,6.0,2
3595.0,319.0,6.0,2
4716.0,3494.0,5.0,2
6073.0,2388.0,7.0,2
4873.0,4890.0,6.0,2
4228.0,3128.0,9.0,2
321.0,460.99999999999983,4.0,2
2906.0,-1348.0000000000007,5.0,2
1945.0,-65.0,3.0,2
5367.0,4057.0,3.0,2
2893.0,757.0,3.0,2
767.0,3656.0,3.0,2
1030.0,-2775.0,3.0,2
3374.0,5903.0,3.0,2
5440.0,1643.0,6.0,2
4646.0,3285.0,7.0,2
1691.0,-2200.0,6.0,2
6296.0,4520.0,2.0,2
4425.0,758.0,3.0,2
2088.0,1339.0,5.0,2
119.0,2487.0,3.0,2
5048.0,2563.0,7.0,2
6184.0,4905.0,2.0,2
3086.0,-2731.0,6.0,2
3205.0,-1065.0000000000002,4.0,2
434.0,1314.0,6.0,2
4187.0,-1227.0000000000002,1.0,2
4663.0,5006.0,5.0,2
3488.0,4665.0,4.0,2
1671.0,2849.0,4.0,2
5035.0,2034.0,8.0,2
2878.0,1595.0,4.0,2
3053.0,-710.0000000000003,3.0,2
3456.0,5715.0,5.0,2
1229.0,3663.0,1.0,2
2279.0,5441.0,7.0,2
5850.0,950.0,8.0,2
4075.0,4556.999999999999,2.0,2
5154.0,788.0,3.0,2
2744.0,-1797.0000000000002,2.0,2
4813.0,2644.0,8.0,2
1398.0,4406.0,8.0,2
3458.0,5826.0,3.0,2
893.0,-2834.0,5.0,2
1835.0,1173.0,1.0,2
3159.0,5718.0,5.0,2
467.0,-241.0,5.0,2
4553.0,3283.0,5.0,2
2716.0,5403.0,5.0,2
6332.0,5145.0,8.0,2
3917.0,5598.0,2.0,2
1293.0,2376.0,6.0,2
2124.9999999999995,204.0,1.0,2
1885.0,-2115.0,6.0,2
6791.0,2183.0,9.0,2
1045.0,124.0,4.0,2
2324.0000000000005,3670.0,6.0,2
4272.0,3214.0,3.0,2
1169.0,-2095.0,4.0,2
1146.0,3158.0,7.0,2
3042.0,946.0,1.0,2
5335.0,2034.0,7.0,2
2464.0,-2133.0,2.0,2
2315.0,1397.0,4.0,2
544.0,5089.0,4.0,2
4936.0,4313.0,8.0,2
3931.0,1669.0,6.0,2
3905.0,1331.0,2.0,2
3193.0,-21.0,3.0,2
5545.0,3738.0,8.0,2
3775.0,462.0,6.0,2
3434.0,3367.0,2.0,2
783.0,-1365.0000000000002,6.0,2
1435.0,2207.0,4.0,2
3919.0,4793.0,6.0,2
5893.0,1287.0,6.0,2
2340.0,-220.0,5.0,2
2475.0,4404.0,6.0,2
3481.0,3729.0,3.0,2
5116.0,3636.0,1.0,2
971.0,800.0,1.0,2
1421.0,5001.0,3.0,2
1492.0,3721.0,6.0,2
3610.0,1646.0,3.0,2
3092.0,4820.0,8.0,2
2949.0,2584.0,5.0,2
4903.0,4337.0,6.0,2
1205.0,1977.0,6.0,2
3193.0,-1850.0,6.0,2
4187.0,675.9999999999999,5.0,2
4492.0,5357.0,4.0,2
5172.0,2400.0,8.0,2
2114.0000000000005,-1241.0000000000002,5.0,2
2748.0,1979.0,2.0,2
2529.0,-2528.0,4.0,2
6517.0,2273.0,10.0,2
761.0,-935.0000000000003,1.0,2
3580.0,4334.0,3.0,2
2096.0,-2267.0,3.0,2
1075.0,5475.0,2.0,2
4426.0,2092.0,5.0,2
2876.0,660.0,4.0,2
4089.0,2589.0,5.0,2
875.0,970.0,2.0,2
3698.0,1333.0,3.0,2
3821.0,1838.0,4.0,2
4021.0,3923.0,1.0,2
1367.0,-279.0,1.0,2
486.0,-2840.0,3.0,2
7053.0,1608.0,8.0,2
499.0,-2613.0,2.0,2
3646.0,1972.0,2.0,2
2782.0,2793.0,1.0,2
2035.0,-208.0,5.0,2
3367.0,3044.0,6.0,2
3886.0,3053.0,6.0,2
3116.0,5851.0,6.0,2
238.0,2745.0,7.0,2
217.0,-1777.0000000000002,4.0,2
2544.0,416.0,6.0,2
7582.0,3555.0,6.0,2
4061.0,5465.0,3.0,2
4406.0,-162.0,5.0,2
3096.0,430.0,7.0,2
4323.0,3996.0,5.0,2
2676.0,-686.0,1.0,2
870.0,-2811.0,5.0,2
4824.0,1000.0,2.0,2
5853.0,2791.0,6.0,2
4089.0,5401.0,4.0,2
4189.0,5365.0,5.0,2
43.0,1696.0,1.0,2
2843.0,-1558.0000000000002,4.0,2
4275.0,350.99999999999983,5.0,2
470.0,-2182.0,1.0,2
482.0,364.0,3.0,2
314.0,4225.0,2.0,2
1720.0,2630.0,6.0,2
1982.9999999999993,-739.0000000000003,5.0,2
3748.0,-247.0,1.0,2
1735.0,4958.0,1.0,2
1287.0,-472.0,5.0,2
3556.0,3531.0,2.0,2
2745.0,4932.0,1.0,2
6362.0,2533.0,10.0,2
1041.0,5743.0,5.0,2
12.0,-835.0000000000003,1.0,2
439.0,-683.9999999999998,3.0,2
517.0,1505.0,7.0,2
3713.0,-899.0000000000003,4.0,2
2102.0,2112.0,4.0,2
1308.0,-1700.0000000000002,5.0,2
2077.9999999999995,-2358.000000000001,2.0,2
4265.0,3890.0,4.0,2
3711.0,4138.0,8.0,2
2131.9999999999995,1706.0,5.0,2
6199.0,1329.0,6.0,2
6570.0,4380.0,3.0,2
6754.0,1998.0,5.0,2
1666.0,3437.0,2.0,2
6693.0,55.0,8.0,2
1650.0,1081.0,2.0,2
5315.0,1298.0,6.0,2
6159.0,4055.0,1.0,2
7681.0,4983.0,8.0,2
4430.0,1027.0,1.0,2
3488.0,584.9999999999999,2.0,2
6186.0,561.0,6.0,2
6400.0,377.0,4.0,2
2854.0,-2744.0,5.0,2
4612.0,702.0,2.0,2
768.0,4424.0,7.0,2
2520.0,-1154.0000000000002,6.0,2
5631.0,3183.0,7.0,2
3577.0,5356.0,7.0,2
6000.0,4274.0,6.0,2
120.0,3850.0,6.0,2
818.0,2250.0,1.0,2
6210.0,2838.0,10.0,2
1810.0,202.0,4.0,2
4685.0,935.0,3.0,2
4586.0,5007.0,1.0,2
1623.0,1561.0,3.0,2
2512.0,4938.0,1.0,2
4669.0,5291.0,6.0,2
826.0,-681.0,2.0,2
6551.0,1701.0,7.0,2
2016.9999999999993,-860.0000000000003,5.0,2
4590.0,4439.999999999999,4.0,2
2186.9999999999995,-1330.0000000000007,7.0,2
1579.0,2195.0,9.0,2
7259.0,1918.0,7.0,2
3022.0,3195.0,4.0,2
2560.0,-2267.0,6.0,2
31.0,-1227.0000000000002,6.0,2
641.0,609.0,5.0,2
1774.0,-178.00000000000026,3.0,2
511.0,2380.0,7.0,2
605.0,5121.0,5.0,2
2626.0,-1854.0,1.0,2
5425.0,5795.0,7.0,2
3159.0,4746.0,7.0,2
